a,b,c,abc
354,548,10,1939920
637,229,11,1604603
737,126,8,742896
528,551,6,1745568
383,606,8,1856784
624,828,2,1033344
311,397,3,370401
527,544,2,573376
702,433,6,1823796
384,328,1,125952
656,961,5,3152080
206,916,8,1509568
748,946,10,7076080
897,384,7,2411136
622,356,9,1992888
902,911,6,4930332
648,391,5,1266840
859,478,1,410602
393,122,6,287676
191,484,10,924440
797,761,9,5458653
363,143,7,363363
943,309,2,582774
858,365,2,626340
568,661,11,4129928
273,434,5,592410
878,469,2,823564
468,502,11,2584296
248,242,9,540144
644,499,3,964068
384,702,1,269568
758,302,7,1602412
364,987,11,3951948
362,587,3,637482
174,928,3,484416
144,505,9,654480
538,124,8,533696
693,666,11,5076918
607,949,11,6336473
239,164,10,391960
731,923,4,2698852
636,703,8,3576864
283,670,4,758440
435,923,7,2810535
880,482,9,3817440
942,379,8,2856144
382,184,8,562304
792,217,4,687456
974,850,6,4967400
496,248,11,1353088
891,371,6,1983366
907,527,11,5257879
653,777,9,4566429
542,435,5,1178850
953,628,1,598484
625,671,3,1258125
607,324,4,786672
550,373,3,615450
186,341,6,380556
886,973,3,2586234
412,199,2,163976
587,537,1,315219
100,663,11,729300
630,699,10,4403700
229,129,1,29541
733,428,8,2509792
425,985,10,4186250
938,312,7,2048592
518,458,1,237244
385,378,3,436590
524,125,8,524000
831,163,11,1489983
835,685,8,4575800
132,449,11,651948
144,659,2,189792
264,132,1,34848
868,249,11,2377452
637,164,4,417872
550,436,10,2398000
847,499,8,3381224
978,687,11,7390746
247,635,4,627380
609,483,9,2647323
540,167,11,991980
509,736,3,1123872
990,358,9,3189780
957,574,11,6042498
342,231,10,790020
882,507,5,2235870
212,727,1,154124
711,142,6,605772
136,111,3,45288
728,255,4,742560
844,719,5,3034180
407,181,2,147334
113,626,2,141476
547,578,9,2845494
846,307,6,1558332
409,970,3,1190190
350,726,8,2032800
396,225,6,534600
236,944,6,1336704
321,924,5,1483020
171,764,10,1306440
243,963,7,1638063
442,784,11,3811808
653,613,8,3202312
269,128,4,137728
483,794,2,767004
747,306,5,1142910
136,863,1,117368
362,958,1,346796
314,803,5,1260710
508,859,1,436372
364,263,8,765856
791,516,11,4489716
168,124,2,41664
175,915,10,1601250
381,188,3,214884
467,506,9,2126718
841,606,2,1019292
195,890,3,520650
534,143,11,839982
834,398,7,2323524
221,314,11,763334
763,943,4,2878036
467,632,10,2951440
275,535,8,1177000
217,426,8,739536
122,262,7,223748
420,348,7,1023120
258,236,3,182664
442,790,7,2444260
201,212,8,340896
135,153,9,185895
333,703,2,468198
790,413,3,978810
977,743,6,4355466
836,222,10,1855920
977,437,10,4269490
646,948,3,1837224
577,898,11,5699606
547,288,5,787680
538,995,3,1605930
550,864,2,950400
642,645,3,1242270
664,243,11,1774872
306,162,11,545292
803,912,9,6591024
946,460,8,3481280
903,313,3,847917
492,330,1,162360
156,826,3,386568
753,712,9,4825224
146,355,4,207320
878,364,9,2876328
953,455,3,1300845
227,464,4,421312
749,467,9,3148047
638,715,4,1824680
291,894,4,1040616
426,526,5,1120380
693,127,8,704088
724,300,5,1086000
429,554,4,950664
349,916,10,3196840
815,697,5,2840275
927,136,5,630360
420,374,3,471240
723,921,9,5992947
295,821,2,484390
102,222,8,181152
341,618,8,1685904
427,962,2,821548
412,979,3,1210044
329,264,2,173712
212,721,4,611408
599,141,9,760131
704,513,6,2166912
869,742,2,1289596
467,542,2,506228
603,364,8,1755936
797,847,3,2025177
253,201,11,559383
532,147,10,782040
978,734,9,6460668
903,560,10,5056800
921,695,11,7041045
460,940,2,864800
382,750,3,859500
851,904,6,4615824
279,175,4,195300
796,460,10,3661600
475,385,3,548625
398,636,8,2025024
152,847,6,772464
115,556,11,703340
323,589,7,1331729
653,810,10,5289300
504,493,2,496944
546,840,7,3210480
863,387,9,3005829
463,305,8,1129720
475,398,11,2079550
991,200,4,792800
109,353,6,230862
334,932,4,1245152
759,462,9,3155922
576,183,8,843264
746,539,5,2010470
404,210,2,169680
281,380,2,213560
285,625,3,534375
297,449,1,133353
623,624,3,1166256
874,523,8,3656816
737,339,3,749529
182,579,4,421512
913,723,8,5280792
890,636,11,6226440
268,771,3,619884
794,458,7,2545564
767,447,1,342849
369,688,5,1269360
579,216,9,1125576
640,991,9,5708160
829,335,5,1388575
608,895,7,3809120
645,382,11,2710290
825,330,3,816750
144,910,10,1310400
517,164,4,339152
104,383,2,79664
513,865,6,2662470
174,460,4,320160
131,886,6,696396
175,996,6,1045800
427,457,10,1951390
663,775,9,4624425
392,841,7,2307704
708,681,7,3375036
204,958,11,2149752
465,971,3,1354545
414,539,10,2231460
122,909,11,1219878
566,921,3,1563858
587,132,10,774840
208,489,5,508560
670,858,8,4598880
481,379,7,1276093
751,705,1,529455
173,625,11,1189375
475,798,4,1516200
950,378,3,1077300
171,351,2,120042
465,870,6,2427300
391,260,6,609960
335,480,6,964800
192,744,6,857088
886,201,9,1602774
916,266,4,974624
941,425,7,2799475
142,948,5,673080
360,656,8,1889280
286,227,2,129844
476,948,10,4512480
925,326,1,301550
201,220,8,353760
915,283,4,1035780
325,281,7,639275
871,671,7,4091087
812,827,1,671524
721,566,8,3264688
635,655,3,1247775
770,823,4,2534840
806,670,6,3240120
990,181,2,358380
152,683,4,415264
423,186,7,550746
566,131,5,370730
852,133,6,679896
929,655,11,6693445
885,932,4,3299280
786,893,2,1403796
508,209,1,106172
193,508,1,98044
759,651,3,1482327
552,622,5,1716720
455,897,2,816270
458,674,5,1543460
563,228,5,641820
397,390,5,774150
602,302,7,1272628
547,775,7,2967475
602,940,8,4527040
694,610,5,2116700
109,562,1,61258
150,197,10,295500
300,192,6,345600
369,624,10,2302560
860,940,1,808400
694,673,3,1401186
757,709,11,5903843
452,921,9,3746628
171,186,8,254448
416,346,6,863616
281,461,11,1424951
149,690,2,205620
910,788,7,5019560
198,976,3,579744
287,659,8,1513064
767,269,5,1031615
675,410,7,1937250
386,382,7,1032164
443,509,8,1803896
350,608,10,2128000
891,700,4,2494800
707,172,3,364812
811,731,11,6521251
561,541,7,2124507
924,266,1,245784
232,698,10,1619360
440,501,3,661320
534,219,1,116946
789,180,2,284040
920,746,5,3431600
898,625,4,2245000
597,118,10,704460
911,206,10,1876660
372,235,3,262260
897,919,11,9067773
380,755,6,1721400
163,421,3,205869
959,547,1,524573
242,584,11,1554608
664,957,4,2541792
799,877,5,3503615
575,297,3,512325
946,848,6,4813248
876,300,9,2365200
976,919,4,3587776
952,375,10,3570000
385,323,10,1243550
917,241,2,441994
521,559,9,2621151
947,697,2,1320118
904,483,7,3056424
495,254,2,251460
367,501,2,367734
368,647,9,2142864
700,677,10,4739000
428,594,3,762696
138,536,3,221904
275,595,5,818125
227,508,10,1153160
119,748,6,534072
937,576,11,5936832
269,334,7,628922
915,885,2,1619550
967,591,1,571497
659,162,9,960822
478,828,7,2770488
596,328,2,390976
487,790,10,3847300
662,782,2,1035368
420,295,10,1239000
123,669,5,411435
217,230,9,449190
717,877,1,628809
816,942,9,6918048
854,498,1,425292
294,597,10,1755180
575,855,7,3441375
106,341,8,289168
311,116,5,180380
749,946,7,4959878
395,280,11,1216600
765,132,10,1009800
164,767,6,754728
417,327,2,272718
425,655,7,1948625
982,169,5,829790
286,792,3,679536
811,951,3,2313783
185,144,8,213120
533,130,6,415740
497,101,10,501970
380,354,6,807120
384,716,11,3024384
722,926,11,7354292
712,468,8,2665728
370,558,5,1032300
499,395,3,591315
910,672,8,4892160
545,195,4,425100
660,418,3,827640
419,941,2,788558
939,460,10,4319400
350,263,8,736400
219,521,5,570495
169,486,3,246402
237,610,10,1445700
803,204,11,1801932
227,491,3,334371
392,910,11,3923920
711,336,11,2627856
861,904,4,3113376
377,383,8,1155128
520,600,3,936000
966,966,1,933156
503,593,5,1491395
266,902,1,239932
223,680,10,1516400
976,427,10,4167520
618,736,1,454848
167,108,2,36072
305,677,9,1858365
938,604,9,5098968
516,209,3,323532
228,250,5,285000
508,498,8,2023872
464,760,7,2468480
663,237,2,314262
200,503,2,201200
906,282,9,2299428
184,121,6,133584
125,294,11,404250
212,794,2,336656
553,621,2,686826
378,474,2,358344
126,593,10,747180
396,894,7,2478168
365,846,1,308790
267,880,10,2349600
458,316,10,1447280
609,642,5,1954890
490,818,3,1202460
128,601,10,769280
417,772,6,1931544
988,625,2,1235000
358,236,1,84488
572,115,5,328900
534,585,4,1249560
770,910,4,2802800
643,873,10,5613390
780,838,7,4575480
271,835,8,1810280
423,598,7,1770678
412,558,1,229896
981,731,10,7171110
658,429,7,1975974
736,676,8,3980288
614,188,8,923456
712,405,1,288360
435,997,1,433695
272,719,2,391136
669,145,3,291015
340,653,11,2442220
760,153,2,232560
789,928,9,6589728
552,783,3,1296648
840,977,1,820680
134,110,8,117920
816,675,11,6058800
385,597,5,1149225
334,399,2,266532
688,333,1,229104
117,757,1,88569
649,207,4,537372
381,399,4,608076
516,441,9,2048004
480,866,3,1247040
244,567,4,553392
186,628,1,116808
963,297,6,1716066
804,466,1,374664
234,560,7,917280
567,887,4,2011716
552,451,8,1991616
841,961,5,4041005
195,567,4,442260
587,278,6,979116
885,907,6,4816170
177,804,9,1280772
519,576,2,597888
193,826,8,1275344
545,373,5,1016425
354,405,11,1577070
159,232,6,221328
843,788,3,1992852
820,166,7,952840
386,407,3,471306
442,955,4,1688440
197,666,8,1049616
636,381,7,1696212
795,477,5,1896075
141,398,10,561180
900,793,6,4282200
733,291,3,639909
611,826,11,5551546
456,719,7,2295048
397,307,6,731274
385,783,8,2411640
326,224,5,365120
171,379,8,518472
402,147,6,354564
122,622,4,303536
729,139,4,405324
249,103,2,51294
626,711,4,1780344
455,119,5,270725
289,601,11,1910579
783,396,7,2170476
893,473,8,3379112
674,393,2,529764
733,439,2,643574
448,235,2,210560
265,822,8,1742640
703,632,7,3110072
192,864,7,1161216
463,256,11,1303808
747,775,8,4631400
287,162,8,371952
640,320,8,1638400
230,457,5,525550
722,696,4,2010048
928,581,9,4852512
349,295,5,514775
317,784,2,497056
697,765,3,1599615
219,284,6,373176
992,987,4,3916416
942,840,10,7912800
339,305,9,930555
782,653,6,3063876
668,628,5,2097520
890,400,10,3560000
453,196,10,887880
457,253,2,231242
582,781,1,454542
341,731,4,997084
958,241,1,230878
152,848,2,257792
924,529,9,4399164
740,347,8,2054240
545,231,4,503580
580,731,3,1271940
507,143,1,72501
460,879,4,1617360
740,719,6,3192360
757,538,10,4072660
226,305,7,482510
669,691,8,3698232
917,774,7,4968306
813,416,10,3382080
745,572,10,4261400
442,939,11,4565418
360,406,8,1169280
624,210,7,917280
648,834,11,5944752
457,777,1,355089
653,265,6,1038270
117,970,2,226980
364,311,1,113204
308,933,5,1436820
457,472,2,431408
425,403,4,685100
606,171,10,1036260
200,475,7,665000
311,811,6,1513326
103,354,9,328158
737,149,10,1098130
948,148,11,1543344
449,496,5,1113520
816,208,6,1018368
104,680,9,636480
791,260,8,1645280
313,362,7,793142
890,812,4,2890720
907,856,1,776392
296,534,9,1422576
303,852,3,774468
155,877,2,271870
320,231,4,295680
113,190,1,21470
356,204,8,580992
761,351,10,2671110
189,700,2,264600
394,810,8,2553120
497,777,11,4247859
833,511,10,4256630
712,457,1,325384
590,980,4,2312800
807,740,9,5374620
442,129,6,342108
734,833,10,6114220
389,809,6,1888206
345,541,9,1679805
814,691,6,3374844
853,960,2,1637760
909,181,2,329058
941,292,3,824316
462,114,9,474012
142,372,3,158472
524,737,11,4248068
752,598,2,899392
590,292,7,1205960
819,456,10,3734640
328,710,11,2561680
530,217,1,115010
394,869,1,342386
295,938,10,2767100
888,319,3,849816
781,290,4,905960
941,500,4,1882000
585,598,7,2448810
316,129,7,285348
153,542,10,829260
706,258,9,1639332
692,994,6,4127088
309,926,1,286134
531,831,3,1323783
570,152,1,86640
265,690,4,731400
115,696,2,160080
761,386,8,2349968
228,793,4,723216
745,170,9,1139850
943,675,11,7001775
305,251,8,612440
454,859,5,1949930
646,528,7,2387616
903,645,3,1747305
802,496,7,2784544
670,327,11,2409990
356,817,8,2326816
936,799,4,2991456
775,325,10,2518750
522,276,2,288144
533,991,1,528203
242,660,4,638880
652,263,1,171476
598,718,9,3864276
596,651,8,3103968
336,500,3,504000
252,599,11,1660428
260,168,3,131040
511,515,2,526330
395,362,11,1572890
225,968,8,1742400
639,199,2,254322
901,492,10,4432920
418,761,1,318098
855,929,1,794295
793,664,1,526552
115,301,6,207690
294,830,8,1952160
343,940,1,322420
717,347,1,248799
648,626,7,2839536
789,630,1,497070
695,632,5,2196200
992,398,9,3553344
134,884,7,829192
270,385,9,935550
711,551,6,2350566
107,732,4,313296
958,311,5,1489690
358,345,6,741060
579,725,8,3358200
333,317,8,844488
937,545,4,2042660
993,897,9,8016489
890,607,8,4321840
825,442,11,4011150
467,654,8,2443344
381,251,8,765048
195,229,11,491205
362,355,6,771060
262,538,2,281912
150,100,5,75000
167,374,7,437206
608,662,5,2012480
941,716,7,4716292
960,670,3,1929600
935,622,6,3489420
996,378,3,1129464
640,370,10,2368000
503,718,6,2166924
159,414,5,329130
119,480,9,514080
745,636,9,4264380
580,786,5,2279400
866,601,10,5204660
129,390,2,100620
205,515,9,950175
566,890,7,3526180
201,993,11,2195523
707,651,9,4142313
901,816,8,5881728
421,310,3,391530
131,131,4,68644
944,247,9,2098512
960,499,5,2395200
525,304,2,319200
113,436,6,295608
541,117,7,443079
749,172,11,1417108
174,668,6,697392
242,539,1,130438
390,709,4,1106040
197,634,5,624490
728,419,9,2745288
530,742,2,786520
422,749,8,2528624
187,868,2,324632
470,916,2,861040
155,848,6,788640
239,518,2,247604
605,868,11,5776540
212,637,9,1215396
175,345,10,603750
943,347,4,1308884
612,309,9,1701972
292,136,1,39712
234,369,3,259038
789,654,11,5676066
324,657,3,638604
699,599,7,2930907
769,438,5,1684110
286,372,4,425568
913,763,3,2089857
183,751,3,412299
359,733,6,1578882
307,991,2,608474
238,760,9,1627920
708,898,1,635784
588,216,6,762048
288,910,6,1572480
376,671,9,2270664
675,599,5,2021625
617,530,9,2943090
862,940,4,3241120
995,186,5,925350
664,298,5,989360
168,217,10,364560
513,784,2,804384
946,872,3,2474736
875,962,8,6734000
513,574,3,883386
472,898,7,2966992
473,376,6,1067088
104,968,11,1107392
430,173,4,297560
397,943,8,2994968
194,766,11,1634644
655,120,10,786000
114,782,10,891480
219,700,2,306600
852,929,11,8706588
905,647,5,2927675
204,132,1,26928
364,372,5,677040
971,282,9,2464398
868,354,11,3379992
455,662,11,3313310
924,571,9,4748436
839,341,6,1716594
137,531,1,72747
633,758,1,479814
555,939,4,2084580
516,679,1,350364
871,916,4,3191344
331,543,9,1617597
767,360,4,1104480
287,909,2,521766
520,914,8,3802240
788,763,2,1202488
600,334,7,1402800
229,167,3,114729
230,778,7,1252580
939,717,10,6732630
942,357,6,2017764
295,976,2,575840
913,233,4,850916
428,397,5,849580
232,240,9,501120
389,561,2,436458
950,754,10,7163000
290,879,3,764730
818,538,10,4400840
384,895,8,2749440
179,353,10,631870
944,173,2,326624
562,788,11,4871416
272,989,11,2959088
226,451,2,203852
926,329,9,2741886
151,952,2,287504
531,195,1,103545
505,608,6,1842240
618,409,6,1516572
661,163,1,107743
993,948,2,1882728
413,742,11,3370906
757,537,8,3252072
194,471,1,91374
889,950,1,844550
877,309,1,270993
510,965,4,1968600
582,576,9,3017088
607,330,2,400620
214,846,3,543132
979,246,11,2649174
183,102,2,37332
668,557,3,1116228
472,460,11,2388320
990,347,11,3778830
286,277,1,79222
568,410,3,698640
930,288,1,267840
102,855,3,261630
244,488,3,357216
543,537,3,874773
162,749,8,970704
677,304,6,1234848
496,975,7,3385200
611,982,4,2400008
712,992,7,4944128
445,410,5,912250
545,311,8,1355960
367,586,9,1935558
641,895,2,1147390
433,800,1,346400
373,135,3,151065
104,326,3,101712
498,686,4,1366512
319,757,6,1448898
937,759,2,1422366
331,928,4,1228672
911,401,4,1461244
330,903,3,893970
629,526,2,661708
443,288,6,765504
863,213,3,551457
524,990,10,5187600
399,788,10,3144120
548,234,3,384696
869,527,5,2289815
338,934,1,315692
475,481,5,1142375
180,881,5,792900
269,667,1,179423
783,396,2,620136
954,856,7,5716368
527,969,10,5106630
791,153,1,121023
563,178,6,601284
678,644,3,1309896
298,961,10,2863780
826,154,4,508816
814,819,6,3999996
460,640,5,1472000
110,298,1,32780
860,432,8,2972160
260,973,5,1264900
905,426,6,2313180
867,217,10,1881390
649,396,5,1285020
731,865,6,3793890
449,485,9,1959885
639,350,7,1565550
536,952,11,5612992
430,750,11,3547500
418,181,9,680922
557,683,9,3423879
499,801,7,2797893
573,276,10,1581480
306,892,9,2456568
557,578,2,643892
148,527,9,701964
472,387,1,182664
534,999,2,1066932
136,453,10,616080
887,994,10,8816780
730,173,7,884030
693,853,3,1773387
116,119,11,151844
571,287,9,1474893
779,654,10,5094660
391,115,8,359720
949,830,9,7089030
981,777,3,2286711
320,738,6,1416960
768,220,2,337920
108,876,1,94608
790,953,9,6775830
523,922,6,2893236
930,441,4,1640520
687,178,5,611430
723,232,3,503208
989,823,7,5697629
856,877,2,1501424
769,556,3,1282692
395,726,2,573540
247,201,8,397176
152,666,2,202464
689,251,11,1902329
291,603,11,1930203
395,548,2,432920
229,788,2,360904
318,520,11,1818960
718,137,7,688562
683,618,7,2954658
542,320,3,520320
620,784,5,2430400
796,133,3,317604
919,934,2,1716692
407,719,10,2926330
907,691,7,4387159
466,119,10,554540
269,756,1,203364
904,925,1,836200
252,660,3,498960
898,853,7,5361958
847,734,3,1865094
574,544,2,624512
930,524,1,487320
694,235,2,326180
225,136,7,214200
832,506,10,4209920
449,300,6,808200
285,709,6,1212390
268,997,6,1603176
403,114,3,137826
163,802,8,1045808
694,743,7,3609494
857,340,8,2331040
107,755,2,161570
135,373,10,503550
935,451,3,1265055
437,746,6,1956012
278,891,4,990792
560,747,2,836640
393,471,3,555309
274,793,4,869128
244,668,9,1466928
200,267,7,373800
207,156,7,226044
962,303,11,3206346
278,365,8,811760
805,192,7,1081920
617,496,6,1836192
371,407,1,150997
209,912,10,1906080
325,861,6,1678950
442,807,3,1070082
991,672,9,5993568
207,911,3,565731
759,200,4,607200
567,104,5,294840
645,550,7,2483250
639,782,9,4497282
244,980,11,2630320
457,738,9,3035394
482,753,5,1814730
753,797,7,4200987
195,876,11,1879020
354,794,2,562152
694,438,3,911916
802,649,6,3122988
610,760,6,2781600
405,791,1,320355
724,767,3,1665924
321,405,4,520020
916,617,9,5086548
471,253,9,1072467
525,789,8,3313800
277,904,3,751224
246,978,11,2646468
402,496,9,1794528
894,273,5,1220310
366,746,9,2457324
910,648,10,5896800
450,228,6,615600
535,185,7,692825
909,808,3,2203416
529,292,9,1390212
507,476,5,1206660
673,189,8,1017576
524,206,7,755608
507,682,6,2074644
290,960,7,1948800
719,772,8,4440544
865,598,4,2069080
537,731,5,1962735
947,351,2,664794
389,424,10,1649360
802,754,3,1814124
951,575,11,6015075
646,979,8,5059472
373,631,4,941452
261,830,4,866520
637,104,1,66248
772,125,3,289500
404,985,8,3183520
545,181,8,789160
771,198,1,152658
975,269,10,2622750
878,975,5,4280250
228,866,5,987240
361,606,1,218766
867,900,3,2340900
143,236,2,67496
574,874,10,5016760
853,635,2,1083310
589,960,3,1696320
700,236,7,1156400
822,587,4,1930056
658,741,11,5363358
987,176,7,1215984
623,585,5,1822275
412,344,5,708640
320,838,7,1877120
972,481,2,935064
176,737,3,389136
115,672,5,386400
252,687,6,1038744
867,175,4,606900
259,910,5,1178450
933,190,7,1240890
394,717,5,1412490
584,514,5,1500880
868,479,4,1663088
862,875,11,8296750
586,129,6,453564
566,242,2,273944
287,863,10,2476810
616,558,1,343728
442,686,11,3335332
947,890,4,3371320
720,436,7,2197440
188,891,2,335016
856,815,4,2790560
583,529,11,3392477
782,817,9,5750046
660,994,9,5904360
978,950,11,10220100
531,506,4,1074744
354,652,6,1384848
674,880,6,3558720
878,149,9,1177398
922,520,10,4794400
857,189,3,485919
996,554,7,3862488
704,141,2,198528
369,105,7,271215
151,821,2,247942
564,374,9,1898424
790,798,5,3152100
929,872,5,4050440
978,434,2,848904
228,923,10,2104440
141,846,5,596430
611,162,1,98982
489,527,11,2834733
939,447,6,2518398
511,333,6,1020978
372,881,1,327732
234,414,6,581256
858,778,1,667524
966,185,4,714840
756,967,7,5117364
647,336,3,652176
732,536,10,3923520
202,399,2,161196
644,914,7,4120312
824,854,11,7740656
438,492,2,430992
457,133,6,364686
505,950,10,4797500
838,723,11,6664614
884,446,6,2365584
420,645,5,1354500
107,326,7,244174
735,353,3,778365
384,629,5,1207680
398,444,11,1943832
508,786,3,1197864
943,753,2,1420158
450,849,5,1910250
217,973,8,1689128
306,740,1,226440
947,310,5,1467850
319,628,8,1602656
845,503,5,2125175
793,412,11,3593876
264,535,9,1271160
304,594,3,541728
914,199,4,727544
561,419,6,1410354
259,121,5,156695
751,786,11,6493146
274,399,7,765282
582,537,3,937602
549,693,11,4185027
480,444,4,852480
494,881,8,3481712
454,510,1,231540
173,468,6,485784
289,668,11,2123572
314,375,10,1177500
422,226,3,286116
691,261,8,1442808
210,292,9,551880
604,570,4,1377120
783,288,8,1804032
795,645,9,4614975
813,416,10,3382080
637,122,3,233142
505,535,1,270175
272,631,2,343264
649,931,1,604219
337,468,7,1104012
465,962,8,3578640
577,389,9,2020077
160,287,5,229600
455,532,4,968240
166,364,3,181272
102,807,6,493884
178,872,3,465648
408,401,6,981648
532,568,4,1208704
508,105,3,160020
217,818,10,1775060
195,663,9,1163565
112,873,7,684432
990,541,11,5891490
845,992,6,5029440
614,319,7,1371062
798,504,6,2413152
798,977,8,6237168
501,816,6,2452896
626,147,9,828198
121,438,3,158994
470,385,4,723800
205,915,11,2063325
307,496,2,304544
892,641,10,5717720
758,977,1,740566
506,966,9,4399164
757,601,1,454957
314,569,5,893330
184,738,7,950544
234,570,5,666900
