a,b,c,d,exp
185.22,725.1,511.47,458.65,296366.6593
850.41,247.7,962.25,707.4,1649829.631
529.79,773.76,838.66,475.75,984503.7897
771.67,356.43,961.11,829.65,1520036.671
285.4,709.43,907.54,348.49,905430.5016
253.18,901.97,453.6,583.31,270436.3824
238.58,196.06,995.27,255.53,1047738.319
277.19,504.92,787.85,669.89,698211.8086
438.02,775.72,446.61,556.19,391878.2025
917.5,566.81,100.18,454.38,852296.6624
530.89,340.6,697.76,436.87,769150.0797
484.33,342.45,506.73,976.24,492327.0818
101.85,161.83,203.25,278.91,51962.895
493.55,680.79,215.11,749.39,290613.3046
589.96,722.96,427.55,107.32,530959.1241
382.59,811.56,392.82,802.19,301484.8505
576.39,593.4,562.81,952.3,649932.8282
561.37,365.87,940.08,371.2,1199257.883
810.56,565.35,268.56,197.78,729329.7672
131.57,154.5,474.06,508.93,242552.4785
162.54,603.39,329.22,564.11,135369.17
139.04,125.06,771.38,818.89,615178.116
607.03,755.64,904.83,766.93,1187969.68
175.87,250.07,169.38,527.08,60146.9213
521.03,561.77,673.99,908.23,726643.011
985.95,986.02,141.31,256.56,992322.4786
706.37,254.46,912.61,333.02,1332148.609
421.77,855.03,922.05,411.25,1028477.385
821.29,775.75,477.84,449.58,903297.9097
956.44,119.57,713.46,820.02,1424622.665
136.92,287.77,124.24,658.19,34840.854
281.61,427.86,354.93,600.73,205880.227
892.76,456.25,296.74,573.06,885648.1052
208.7,412.15,186.74,168.96,78596.4776
799.96,726.28,182,241.85,673301.8516
180.99,850.25,208.9,814.67,77211.2601
368.12,841.1,220.81,721.73,184991.1205
517.1,901.14,481.07,919.61,499740.3649
465.12,872.96,500.53,922.16,467789.0553
614.89,342.52,477.92,466.18,606963.4185
434.67,691.52,362.76,329.92,320862.7465
278.44,456.64,175.36,371.66,108651.6232
184.94,227.7,864.43,177.32,781619.3485
195.15,982.44,750.06,591.58,601265.1061
935.25,515.7,165.43,337.17,902396.8174
452.21,368.16,735.68,335.37,746054.3165
537.27,172.58,187.13,143.48,323820.1698
496.98,809.04,394.7,885.53,403662.7404
401.11,415.12,845.18,654.97,875873.4345
543.86,921.57,574.45,746.62,626523.1221
547.96,846.2,699.11,618.35,789633.3037
281.27,763.4,678.75,459.57,540273.9454
803.45,962.17,841.42,955.07,1354474.589
759,327.78,449.66,310.17,778585.2856
719.65,944.08,371.23,509.33,656217.1654
889.46,761.78,319.66,712,894033.6072
333.37,352.31,517.57,444.75,379459.0118
789.41,393.85,821.26,256.32,1297892.456
617.63,979.61,673.93,579.6,836228.0618
534.26,852.2,554.81,510.7,593758.5837
579.89,961.28,825.59,740.93,1018612.19
992.5,384.95,558,629.11,1297049.36
488.06,918.71,952.5,796.53,1146255.344
203.02,959.26,942.72,765.05,930703.1688
606.64,672.3,648.64,703.83,789449.7692
613.45,387.89,393.98,771.82,532312.9629
838.11,545.2,729.49,978.71,1235562.742
715.93,826.9,137.56,623.13,532101.6485
687.33,479.82,114.81,558.32,486162.185
102.96,226.74,523.36,711.07,285217.5212
910.98,460.18,150.78,561.77,853180.9388
904.36,811.17,335.11,336.43,930502.1517
109.93,290.97,885.98,618.1,797663.2653
890.77,633.98,145.15,623.33,815163.0454
945.57,415.93,224,981.11,945259.7349
517.29,551.96,609.3,298.64,639134.0741
579.72,786.13,860.52,115.83,1076685.779
666.38,445.52,263.06,669.55,513932.418
325,420.76,449.39,324.79,307901.1621
116.58,260.83,519.73,353.83,284063.9993
447.34,626.35,131.79,973.36,218455.0397
356.57,835,600.74,805.15,488835.8625
856.64,294.89,371.29,198.78,871887.1337
424.68,495.58,524.47,883.12,456305.0033
281,657.75,509.33,177.06,338555.1089
781.51,878.27,863.23,295.95,1356219.863
277.03,253.8,592.69,392.27,428419.327
433.78,167.92,679.02,190.49,649423.7388
833.35,356.51,869.08,550.79,1450323.059
918.76,800.07,704.98,852.44,1341969.178
627.29,836.24,983.93,336.05,1361947.039
201.26,962.53,176.28,521.73,72101.956
812.23,257.89,924.87,515.48,1515617.57
682.1,525.16,488.69,408.44,704486.7661
804.54,810.29,239.94,456.96,705312.7752
270.16,582.06,631.08,574.81,471823.202
918.18,737.06,673.88,598.04,1297766.807
316.2,327.74,207.01,509.66,143345.2401
205.9,156.38,181.39,126.43,75423.5721
218.28,200.85,258.64,871.84,115412.648
938.38,129.55,982.38,231.89,1845859.379
749.77,526.92,158.4,508.31,587753.9229
953.62,856.39,430.09,704.55,1095073.063
844.44,503.99,474.97,741.74,939417.1545
367.68,337.63,182.24,124.44,168524.44
738.31,367.86,870.69,842.71,1304045.442
674.05,204.84,521.15,694.43,726635.155
145.13,278.97,822.96,128.71,698454.5885
926.59,294.01,937.39,662.37,1737931.41
906.05,934.95,769.47,816.4,1413827.083
452.53,485.28,651.23,605.89,629489.8038
393.17,467.73,232.68,219.55,208942.1813
637.68,130.07,150.82,406.84,429789.2948
294.35,463.39,149.09,760.11,109629.8606
893.97,372.93,152.79,527.83,823054.975
923.93,788.17,346.39,219.45,973852.127
965.79,900.98,979.02,705.03,1891935.515
912.12,915.02,293.77,163.16,918426.8673
605.31,869.01,687.18,558.56,839175.1085
719.06,595.48,974.98,572.92,1468206.204
983.16,284.63,979.19,208.64,1925625.282
371.44,896.07,174.12,507.86,168793.308
320.16,995.12,828.98,856.05,790566.316
142.38,551.69,507.64,959.23,278929.664
287.43,642.33,653.52,796.9,510501.2953
893.44,485.01,873.92,832.29,1562803.49
777.78,912.08,163.97,503.9,632331.7893
391.51,658.69,926.14,139.06,1011154.44
409.94,929.72,610.28,533.3,541025.782
938.24,930.95,256.46,701.73,946767.7592
663.02,190.61,800.08,424.83,1080148.357
681.4,914.41,976.11,171.78,1417268.472
489.52,367.22,500.43,132.21,490192.2253
549.48,242.75,214.13,413.56,348193.4873
572.76,472.23,189.5,465,364429.2676
110.88,817.53,860.58,842.67,753734.9808
729.89,234.91,552.68,778.9,838973.4945
372.27,831.1,425.46,547.54,320148.7045
441.45,302.1,451.24,526.02,399021.6601
406.7,455.43,291.81,345.29,250903.2561
739.16,467.21,491.71,220.55,788356.7797
992.44,639.64,906.21,350.22,1806503.938
769.57,822.63,984.12,841.75,1561571.909
177.64,167.43,199.9,353.03,71869.0096
281.64,258.75,674.63,487.49,534934.2165
157.58,910.61,902,114.92,838550.3764
952.33,752.67,725.16,394.93,1433184.385
492.54,234.09,893.04,337.27,1040453.363
312.1,399.26,674.86,626.91,553469.3396
495.75,302.51,975.06,677.28,1197187.346
844.04,602.62,863.81,687.31,1459258.548
342.64,386.42,629.8,330.78,514380.9896
401.71,152.99,113.75,512.78,174822.7666
450.08,248.93,817.34,733.92,871350.602
369.5,350.83,955.49,809.97,1050301.36
564.54,102.17,978.23,320.14,1275959.485
547.02,259.33,251.91,272.42,362961.9485
849.15,833.15,938.33,855.77,1602374.681
995.52,982.01,999.19,667.71,1990108.437
989.63,619.64,435.65,298.77,1169457.229
822.51,914.79,181.42,545.26,709981.1765
114.12,888.67,477.62,347.21,241491.4488
478.69,258.26,889.66,836.56,1021475.592
325.83,118.1,394.39,181.29,261889.951
217.03,580.51,871.2,298.48,806389.9409
606.1,524.95,208.04,589.05,411226.9016
381.33,602.62,717.79,689.62,661324.673
748.01,495.61,893.78,837.04,1359198.689
687.9,594.76,278.73,742,551638.8229
560.81,593.8,972.47,405.57,1260611.327
387.43,207.49,544.42,119.3,446614.4413
291.87,217.08,115.41,515.77,99023.335
913.4,858.55,174.41,272.88,864991.2881
644.04,765.22,503.7,669.75,669170.9616
830.63,711.37,226.75,436.67,741798.4294
914.49,811.3,847.37,242.09,1554569.967
178.48,773.69,102.17,467.28,42761.0993
165.79,529,102.99,481.61,38574.8742
490,178.11,534.29,552.7,526118.5041
976.62,574.08,760.87,241.11,1532950.891
229.68,172.07,833.64,194.17,747902.722
613.31,667.7,499.98,397.15,626526.3065
352.26,439.52,392.18,771.91,278664.17
734.78,447.35,497.73,839.63,788476.4313
918.33,923.29,804.11,820.56,1490743.441
995.5,751.92,945.15,443.28,1884772.053
269.5,389.07,544.49,177.55,369277.1601
776.55,174.18,220.79,509.67,652287.7966
443.65,947.82,773.52,752.78,795911.2929
460.28,998.05,870.03,379.48,969189.3593
664.41,396.1,983.09,361.54,1408268.136
711.91,838.96,173.26,583.55,537418.4257
447.16,809.95,922.68,928.7,1052219.148
241.81,197.46,574.21,849.47,389038.6702
164.3,649.61,604.86,268.6,393118.7096
510.89,368.43,360.91,569.45,391834.0702
667.17,167.23,524.3,256.15,720262.4489
181.81,540.22,861.07,790.39,775286.811
198.97,728.52,879.85,668.14,814393.2234
385.04,576.79,558.41,907.94,460985.4697
194.71,758.34,534.95,716.95,324800.4366
943.7,153.36,626.1,482.38,1283053.28
528.25,856.66,491.25,744.28,521118.905
619.52,452.86,942.19,618.9,1272145.927
904.88,223.95,457.52,632.4,1028764.765
396.31,501.66,869.86,820.55,914538.5857
943.46,620.11,680.47,268.92,1353425.113
293.22,841.57,797.89,562.48,723168.9005
790.16,556.33,594.05,151.83,977400.0581
828.97,513.77,187.13,569.05,722777.9478
477.22,540.24,754.95,758.16,798446.5909
114.24,384.51,303.07,891.13,105793.3325
275.04,712.25,384.24,840.9,224128.2792
565.71,221.23,216.75,403.87,367412.2366
966.83,288.31,396.75,782.07,1092952.881
528.74,974.41,815.72,142.6,945107.706
881.78,854.93,889.43,756.94,1569378.633
218.71,877.31,638.89,684.9,456699.3962
620.06,325.57,997.83,572.3,1380711.413
677.89,259.87,920.57,645.55,1307629.527
945.38,144.66,826.58,922.87,1577900.711
649.09,362.73,814.48,735.33,1085430.829
547.85,841.05,766.21,567.33,887784.7166
742.64,912.28,367.56,962.89,687577.4132
399.41,125.4,764.22,992.19,744552.7465
619.48,598.34,523.46,398.35,658164.192
317.93,805.64,318.22,828.35,203171.8033
256.42,421.87,182,862.97,99738.1864
868.13,941.37,770.85,860.2,1348719.619
475.84,545.95,499.17,909.9,476504.2945
503.16,428.38,409.58,788.78,421714.542
426.12,689.73,722.77,521.26,704495.9873
860.37,605.69,586.2,932.65,1084799.627
147.01,729.55,556.23,593.34,331597.093
393.47,875.97,801.72,735.12,798308.7193
756.58,186.03,957.57,873.16,1490226.761
916.73,286.62,165.64,598.82,868429.3225
771.36,679.64,512.8,363.62,858323.7096
447.26,807.97,194.56,272.85,238167.9512
312.89,951.16,360.5,891.26,228751.6621
356.32,331.53,287.4,853.67,210416.3724
809.62,845.41,815.55,647.06,1321253.407
994.45,747.74,447.47,593.22,1189753.423
479.43,246.98,742.94,329.62,782142.5885
131.96,320.39,923.07,589,870060.6665
827.15,119.3,779.39,930.23,1292556.125
470.74,845.65,677.01,958.26,680896.9477
792.89,597.47,360.37,741.45,759282.539
198.09,607.6,944.51,157.1,931495.8882
355.84,704.79,803.9,294.98,773172.2956
940.44,917.14,114.83,742.47,898355.7925
549.32,428.78,276.63,668.61,378945.2293
940.64,825.41,329.64,206.3,993672.4392
874.74,173.19,353.28,918.9,890895.726
688.67,733.31,410.49,135.24,642903.649
187.88,594.31,157.13,812.11,60800.8413
269.16,451.39,780.39,427.24,681882.8977
354.58,787.92,438.08,724.21,318365.2728
272.35,461.4,270.07,714.03,147826.3574
181.85,597.9,631.34,699.37,432358.9881
344.95,268.3,282.47,878.59,199658.3934
296.55,944.87,538.92,173.66,378550.3289
297.14,193.06,879.75,773.66,863025.9021
295.52,680.19,968.54,827.19,1026228.992
875.6,491.48,332.21,857.02,877895.8641
935.76,263.48,803.85,829.41,1522651.01
497.99,733.42,124.53,351.43,263853.191
771.47,449.28,692.62,749.93,1075638.355
790.01,243.67,386.2,417.55,773683.7901
163.32,906.8,863.4,296.71,772429.6924
331.21,348,513.6,193.79,373678.8141
637.74,456.2,861.47,497.17,1149340.039
546.29,132.11,221.89,963.77,348631.7062
134.35,807.29,734.45,709.05,558175.775
999.52,337.42,356.5,961.7,1127094.18
767.5,888.3,608.94,887.88,960752.0536
877.56,336.52,402.6,801.04,932999.3536
860.81,369.73,793.71,582.54,1371551.96
624.59,208.22,388.76,481.17,541728.1757
846.3,791.1,302.17,959.34,808489.7389
174.18,138.2,526.05,301.01,307368.2849
143.63,475.06,619.05,302.83,404155.3094
970.46,403.49,712.81,342.53,1450233.238
841.73,500.88,754.41,528.47,1278172.311
388.67,979.67,863.89,615.06,897985.361
700.27,128.77,873.41,869.67,1254092.771
430.21,297.15,808.34,686.31,839180.5097
876.03,489.06,359.31,691.51,897223.747
876.79,109.54,665.17,972.77,1212184.603
413.69,951.73,128.7,795.63,188498.7361
440.94,985.27,514.23,893.72,459754.2965
491.47,569.76,992.22,637.52,1226680.809
838.44,677.57,634.42,635.58,1106105.95
764.66,360.97,954.92,240.04,1496817.162
144.96,732.9,298.47,322.71,110420.4525
346.85,988.85,524.83,450.42,396201.8714
816.61,724.08,452.55,770.79,872424.1846
415.41,491.35,854.68,810.98,903854.3505
448.78,831.9,784.13,310.15,816573.4953
722.75,134.2,560.75,870.43,837678.555
875.1,853.34,659.94,783.32,1202104.134
121.45,927.98,146.69,575.76,36843.8186
244.47,235.07,371.43,164.21,197890.0358
108.62,886.01,152.65,786.85,35887.1769
857.93,715.09,262.56,796.2,805777.8385
374.08,616.18,879.73,677.34,914538.0593
317.02,213.43,843.84,938.68,813506.306
550.12,747.63,147.41,872.26,325233.9825
530.21,348.29,785.75,724.56,899250.2666
927.76,439.51,305.57,387.07,954498.7125
452.03,634.72,386.81,851.2,354804.297
557.69,653.24,649.59,295.28,733280.5842
460.83,187.9,446.61,987.99,412812.771
370.23,434.69,996.07,841.47,1130067.168
199.11,779.4,723.47,462.95,563516.583
342.35,682.33,549.8,167.14,419650.7025
186.87,378.12,354.32,919.12,161382.1793
587.47,664.62,168.26,223.54,373655.9685
713.03,757.97,236.77,457.62,564929.4338
975.54,633.79,221.08,339.54,1000894.198
392.3,762.07,411.75,658.06,324095.4125
738.83,215.24,303.22,809.16,638621.2973
465.28,314.03,398.26,232.86,375329.366
239.07,442.67,445.58,280.69,255976.6913
105.39,164.65,883.78,683.86,792858.0005
193.3,894.61,871.88,654.41,798194.0344
132.53,248.91,911.8,775.39,849718.8309
692.35,188.62,184.27,960.27,514264.2254
202.72,402.16,429.3,132.96,225526.8484
662.1,766.24,354.54,865.75,564940.7716
713.42,804.62,530.03,739.47,790639.3673
610.64,655.52,578.91,679.89,708697.8877
529.07,155.68,437.44,326.85,471595.6685
992.54,313.46,904.36,200.66,1803203.321
817.7,169.84,166.34,523.71,696825.9956
322.72,617.03,756.91,823.54,677884.4865
246.93,614.93,811.64,189.8,719923.7145
997.41,657.61,268.93,255.16,1067405.213
848.88,829.83,581.73,459.41,1059466.457
712.78,402.83,989.59,882.64,1488226.337
330.31,415.47,511.59,773.15,371602.1742
383.98,328.31,724.24,875.95,672840.168
895.02,492.12,303.6,671.76,893905.5204
651.3,475.08,368.05,934.48,560586.9725
501.54,732.57,203.3,967.97,293841.2316
957.62,750.09,840.21,724.21,1623713.119
915.51,718.03,690.14,247.8,1314699.58
801.39,616.23,472.51,550.75,866042.3822
301.35,727.37,242.34,328.58,149869.0781
988.49,129.77,942.75,477.08,1866367.123
413.3,262.23,910,190.11,999107
983.1,958.13,696.47,748.49,1452304.561
755.17,559.97,937.16,247.03,1448797.625
803.86,169.42,805.48,107.52,1295096.45
130.1,577.11,899.95,628.31,827464.3225
153.11,187.97,215.03,665.38,70345.953
153.6,884.96,522.85,208,297173.0825
583.68,868.23,598.54,296.84,699229.314
811.97,125.88,750.5,845.59,1223391.121
110.27,977.5,785.13,139.05,628727.6398
753.99,581.59,267.99,788.13,641107.6902
955.93,309.99,196.74,793.95,953302.7425
386.01,429,731.18,268.91,683896.8225
513.3,920.95,464.26,927.06,479941.2976
314.79,335.02,690.71,836.38,577009.4282
228.23,512.06,197.95,906.68,92179.8154
341.71,523.12,729.37,646.8,649393.121
246.55,264.12,588.5,704.19,407823.3425
957.38,382.94,310.89,353.56,1013582.617
119.35,169.31,476.23,413.46,241452.8954
327.39,432.39,796.64,239.86,742059.3617
471.45,992.88,653.47,999.25,650287.3934
700.55,330.11,263.64,132.5,560408.8521
729.4,108.3,149.97,196.07,554711.4309
239.54,839.22,118.75,948.17,72429.1441
539.81,750.16,908.48,843.89,1117574.637
754.74,913.99,586.79,440.45,914395.4217
407.34,653.06,461.85,561.42,379792.7181
474.26,296.06,672.97,250.63,678061.7985
435.24,388.64,542.88,561.19,484713.742
615.91,607.68,145.24,162.88,400602.6657
854.49,662.33,514.36,873.43,995592.7997
184.73,895.61,617,506.03,415320.2029
254.82,804.42,944.9,229.81,957999.0524
459.77,914.17,122.55,843.3,227250.2554
821.59,249.45,674.61,624.51,1130733.29
980.93,998.64,300.52,920.79,1053456.725
109.68,830.62,303.18,754.44,104702.2548
116.98,217.36,418.82,870.31,189964.8228
762.91,776.21,720.4,804.89,1101812.718
317.92,279.09,883.61,822.94,882662.6985
750.2,175.4,807.95,126.9,1215710.143
410.62,336.57,122.56,366.06,183995.798
756.1,387.1,826.48,170.64,1254927.04
373.36,755.23,688.41,877.66,614183.6777
149,640.22,798.59,683.4,660630.3881
630.5,292.46,241.35,160.07,455940.1425
802.73,363.65,471.87,764.92,867801.6698
570.8,592.73,465.02,223.41,542279.6504
160.56,788.02,791.69,706.97,653259.5397
406.84,335.77,342.98,768.1,283922.166
645.1,608.41,546.12,128.98,714530.0444
918.03,444.47,872.31,767.95,1604471.767
264.37,872.75,235.11,239.11,125407.319
522.81,705.34,896.03,784.41,1076984.467
336.31,849.33,900.93,606.03,925385.311
546.69,709.77,605.06,562.82,665530.3797
715.78,816.32,187.74,917.31,548504.626
638.5,487.79,510.91,330.01,669041.2881
211.52,248.81,852.11,527.73,771359.8925
706.85,856.02,392.03,469.38,653793.8234
479.49,931.49,890.02,859.76,1022906.021
160.59,114.47,357.27,654.06,154085.061
802.02,390.09,678.55,305.09,1103971.273
224.96,648.22,102.28,544.4,61612.6
242.19,753.2,298.44,444.87,148167.2997
444.6,272.55,673.09,805.68,651524.9881
270.5,119.28,242.26,638.73,132498.8876
436.13,355.97,366.3,825.65,325210.7169
552.09,493.21,598.76,982.51,664299.4157
740.86,301.32,168.4,237,577469.0996
733.2,325.41,954.14,310.47,1448275.85
449.55,265.96,294.93,429.87,289508.7774
677.15,878.24,698.72,185.22,946926.9809
283.03,508.78,489.33,290.55,319840.3798
422,700.95,557.75,142.99,489312.0525
707.92,392.05,756.98,589.22,1074758.667
514.98,118.73,900.32,262.83,1076043.333
865.33,623.71,415.11,163.66,921275.981
788.07,932.13,606.85,909.6,990230.8474
222.52,288.82,103.82,572.1,60865.8428
231.52,360.61,220.73,648.47,102971.7133
582.97,892.81,540.27,401.75,632147.4438
105.78,334.33,921.97,360.16,861578.2493
188.15,847.91,988.34,458.26,1012674.638
297.52,467.39,153.71,552.52,112697.4345
530.68,175.24,747.49,598.34,840960.9025
432.07,926.39,706.05,734.68,685925.7674
673.36,560.19,635.39,872.44,858006.5817
576.12,546.28,381.51,173,477637.1345
823.32,638.91,484.52,151.62,912767.0728
793.14,970.84,347.03,644.92,750145.8005
553.23,353.03,965.92,323.64,1239388.519
535.96,314.98,912.59,758.89,1120832.52
907.57,128.93,280.56,988.58,903385.7985
757.82,336.01,574.08,832.63,904691.6288
364.62,837.44,832.55,167.3,826254.5469
530.96,508.46,554.37,880.41,590125.0285
568.76,208.64,160.55,356.87,349621.1101
392.56,994.88,498.4,135.83,402641.7436
707.88,837.44,789.77,838.67,1125669.417
708.13,528.94,737.53,694.85,1046093.448
163.93,363.23,640.71,376.03,437758.379
525.34,997.79,123.62,443.53,291707.55
528.91,718.26,661.39,324.44,717506.9602
641.46,166.79,275.69,427.96,487903.8677
937.47,308.85,781.14,945.52,1489975.221
143.83,243.55,540.71,291.46,313345.833
619.65,453.95,913.53,499.99,1219003.173
427.12,230.89,295.7,817.81,270687.7944
206.39,489.42,547.3,558.63,342692.7521
981.68,776.9,520.91,242.23,1235285.081
419.26,673.46,133.07,226.24,193712.8125
128.34,657.47,819.25,601.95,688243.6681
427.53,899.95,583.21,519.29,523435.095
212.58,814.62,788.73,477.38,667762.6493
185.91,701.36,509.04,778.09,294462.3397
297.87,332.01,278.47,429.85,166701.9278
995.87,851.67,506.67,794.77,1249266.316
991.05,423.4,837.1,573.89,1683490.403
509.14,606.5,588.7,505.21,606296.4396
659.82,218.41,772.23,173.51,1031875.115
426.29,900.14,191.82,526.05,219044.1265
512.52,512.17,945.4,491.27,1156949.18
882.45,821.77,326.24,931.54,886082.0801
587.53,971.13,844.33,771.75,1058856.4
383.64,563.99,431.48,101.99,333456.63
700.83,778.75,553.67,815.07,798528.2278
606.9,563.17,712.31,930.36,876643.5061
537.86,834.36,567.46,677.47,611981.7012
217.12,478.66,715.47,629,559667.4153
494.88,589.79,921.34,546.68,1094320.29
314.25,900.57,814.85,816.5,763550.085
711.17,513.1,641.01,434.85,917091.439
370.45,126.11,996.12,180.1,1129668.357
721.25,424.01,778.68,332.94,1126877.045
747.73,132.7,277.99,719.74,637098.333
697.61,595.24,775.11,694.65,1088149.874
568.42,248.13,344.29,367.25,442004.1505
599.5,533.93,692.72,955.46,840216.7084
139.37,167.94,948.06,304.78,918546.5405
844.65,135.16,771.43,301.07,1308838.937
585.32,981.58,132.97,284.19,360564.7133
319.84,645.39,244.45,792.54,162845.9681
303.39,468.47,881.25,876.43,869523.4846
896.28,681.72,623.06,407.94,1191929.542
503.52,439.32,262.41,259.17,322650.5685
104.23,668.84,402.64,303.74,173286.6025
852.32,849.73,783.39,981.7,1341130.975
507.8,974.56,409.87,377.59,426231.8469
625.85,749.17,901.96,948.51,1206168.574
829.47,921.96,361.94,572.54,819593.5845
780.73,878.06,690.28,405.58,1086431.391
502.5,767.17,276.52,134.66,329104.2204
409.73,240.28,180.28,966.42,201345.9713
